Item,Open,Close,Volume
0,0.866786668155784,0.8589486258123967,0.0699367859230168
1,0.8477647002193816,0.8621040160309699,0.06437162282199632
2,0.8496748734752724,0.8418340053534078,0.07775115645178811
3,0.8381343607837645,0.8427326757775362,0.10612493916532535
4,0.8435265852827827,0.8567718658430155,0.12992447581389302
5,0.8934492319603022,0.858629079048088,0.11592355584647542
6,0.884296411549796,0.8985500943428424,0.07070564225433529
7,0.9034178666645736,0.8983902722046971,0.08743449866789421
8,0.9153364112028172,0.9160242414786718,0.05171218704363944
9,0.925185641861949,0.9161041037917536,0.03294482415756747
10,0.9185200009108193,0.9282660906958943,0.04259988760395075
11,0.9173261547703185,0.9229739204204718,0.10564650878544533
12,0.9118543599596899,0.9214961263365237,0.0628504386523046
13,0.8919768411514407,0.9158245369399766,0.07845465689369845
14,0.8779292321337916,0.8896432524146405,0.08590085208343837
15,0.884296411549796,0.8826336036040429,0.04901536643307047
16,0.8759195716995257,0.8818347854492621,0.06950511544221949
17,0.8839780331479062,0.8740463084401496,0.07658335352876261
18,0.8882758986847987,0.8952549694543718,0.0617218952073102
19,0.8699304241302571,0.8906617650643823,0.057501983735021085
20,0.8496748734752724,0.8689938226159539,0.028739052070139756
21,0.8528584631832745,0.8547348405435319,0.05023752156500271
22,0.8636030784477818,0.8511202664027343,0.15549020655780535
23,0.8600215400262794,0.8684545813566843,0.08176698296045616
24,0.8538931687005542,0.8668169651345909,0.033790752196782015
25,0.8483019698447859,0.8555736386108443,0.021294625739269584
26,0.8516646170427737,0.8565921512605862,0.041804980805641476
27,0.8532564118967748,0.8535765932238925,0.04809127550678697
28,0.8337170912017324,0.853916129944467,0.09360496757136103
29,0.8283249638581618,0.8320085030448117,0.06804445151528549
30,0.8309116304959135,0.8184685743260703,0.07593890310925074
31,0.8628270978875459,0.8436712286022146,0.11158155865388415
32,0.8658713666836438,0.8690137150602381,0.051742900865832296
33,0.8572358990317774,0.8567518758867496,0.049652729931006806
34,0.8556441041777764,0.8595277494722164,0.06886587971054439
35,0.8928523088900518,0.8713103172552328,0.06838991884142409
36,0.8796205141661678,0.8910012042729751,0.0443383542622073
37,0.8775312834202913,0.8900026815794991,0.07004279110813943
38,0.8731936813053175,0.874685401968767,0.04635141903084705
39,0.8541119627686213,0.8602068229133655,0.059555491049637296
40,0.8699702578637862,0.8525181981736006,0.054769544739029515
41,0.9027611929940296,0.8707511835516789,0.10189513816390083
42,0.8913400843476612,0.9005471397297944,0.06742876228155181
43,0.8767353859932908,0.894216466848364,0.053562838406966164
44,0.8906635909658003,0.8696128286763236,0.17053994497401667
45,0.8791629120078215,0.8840315353749092,0.12894460840272975
46,0.8905840206541897,0.8724886520431199,0.08355774581633578
47,0.8528584631832745,0.9045811129042481,0.22476553115230968
48,0.8556441041777764,0.8480447384972429,0.08916155963226986
49,0.8369604315100282,0.861804459222927,0.1342541599109754
50,0.8779690658673207,0.8529774796078069,0.12787889390590101
51,0.8874800012577981,0.8967327635383198,0.04508689168871682
52,0.9029800842175442,0.8930182396161929,0.05407924182206293
53,0.9320701740365932,0.9145463498827419,0.060098611125325156
54,0.9431928211478361,0.9384710121256149,0.02546132212621109
55,0.9284288850147971,0.9445819905120841,0.04618265381413812
56,0.9193358152045844,0.9291847510762886,0.05683805289574889
57,0.9100436738821741,0.9273274403592341,0.054351921754321145
58,0.9053876933653103,0.9160641238792216,0.08313027924687824
59,0.9111181159775353,0.9081757946007616,0.10780398824609362
60,0.9005923919365426,0.9069376849680405,0.009041395765643613
61,0.9058055589455751,0.9008466965378371,0.06355395058031148
62,0.9213056419053213,0.9077165131665553,0.05602518184242479
63,0.9178235906621938,0.9224946490299996,0.0820627844050832
64,0.9416606797386812,0.921875545457648,0.07544687319104748
65,0.9511517954178416,0.9467787404377314,0.052404982443558845
66,0.9638861542498504,0.9582816438569889,0.0524586110283825
67,0.9499977830108698,0.9717218178183645,0.05168405759317186
68,0.975028718227858,0.9480568299829842,0.09116591793971957
69,0.9511517954178416,0.9582816438569889,0.05845478990269657
70,0.9938914483855917,0.9563245783825688,0.11042517291083612
71,0.9999999999999999,0.9874385065064871,0.06737659243099087
72,0.9924588913102593,1.0,0.0468244164870557
73,0.970492141756134,0.9903143298732832,0.07206204688282329
74,0.9831270134097675,0.9874385065064871,0.045711563049957896
75,0.9746307695143576,0.9852617465371057,0.05279502731043435
76,0.9611005132553484,0.9744178290907496,0.03542021579871461
77,0.9835447818345847,0.9683667230610963,0.0782862132876931
78,0.9373230776237073,0.9757957709053501,0.08360733129517145
79,0.9412030775803347,0.9363141446005178,0.033589596187782934
80,0.9511318785510771,0.9313016386888539,0.05438060253742345
81,0.925324962773853,0.9510124181508802,0.0717395172915086
82,0.9244892316133234,0.9298237470929241,0.057877406800979796
83,0.904173930358045,0.9168629420340025,0.04748977160230094
84,0.9133466676353158,0.9150855911420116,0.07204177392240055
85,0.9312543597428281,0.9185205482123616,0.051523424532825136
86,0.9169282060568184,0.926588592073251,0.09560187140214536
87,0.8982246165223055,0.9171624988420451,0.08149410776455648
88,0.9048106871618246,0.9004871698609968,0.08053110194313856
89,0.8824658086055157,0.9033628957158111,0.08347960590145993
90,0.866786668155784,0.879638035523615,0.05828748342025035
91,0.8655928220152832,0.8693332618245467,0.052561652800593474
92,0.8525003482033033,0.8651994363807454,0.0624428430298903
93,0.8819087192687943,0.8636816623842655,0.18490431949478084
94,0.8562609441147914,0.8787193751432207,0.07129026159688283
95,0.8510676939725232,0.8587889011862333,0.048084246015694214
96,0.853654360610275,0.8548546827691453,0.04722169759476199
97,0.8767353859932908,0.8560928899138482,0.0864627174687069
98,0.8747058086922603,0.8776809700491949,0.047512674878835176
99,0.884296411549796,0.8799775722441896,0.0758106493550976
100,0.87554153985279,0.8837918509236823,0.09196880757513581
101,0.8687764117232853,0.8776809700491949,0.17832904609036304
102,0.8277876942327573,0.8628628542732188,0.16254697712988384
103,0.8059005149902424,0.825278421085991,0.052779165011089424
104,0.8130635918332473,0.814374631282819,0.05908034569337252
105,0.8146155529537193,0.8107998420305895,0.14039498319922913
106,0.803910771422741,0.8156327308718059,0.07435509674113137
107,0.7987374381472375,0.7985180129008352,0.055556089659045446
108,0.7871969254557296,0.7997362300892723,0.09854042840084855
109,0.7782032456684445,0.7886127457911392,0.07092809348635065
110,0.7701050476419825,0.7810638557212718,0.06289157036407446
111,0.7736666691967204,0.7725365304261762,0.05223649289316728
112,0.761330259078212,0.7669048234301791,0.04996713885205585
113,0.7736666691967204,0.7766503659137117,0.05341044087785066
114,0.771617272184373,0.7732953686684252,0.067098824157958
115,0.7638572722711178,0.7769899026342862,0.116276098608093
116,0.7511029965723446,0.7658663208241713,0.0677494081530312
117,0.7541273485016781,0.751827130758692,0.04313611602170454
118,0.743004701390435,0.754543131987343,0.04868794376462259
119,0.7370553875546955,0.7428604164736743,0.06318166321871277
120,0.7366574388411952,0.73850679902293,0.03972519330210333
121,0.7561370089359439,0.7432598255510646,0.08810505698487966
122,0.7499091504318437,0.7613130963467136,0.11265369387868815
123,0.7419899127399198,0.749131119486307,0.06981089830475437
124,0.7402389772626976,0.7427405742480607,0.06264151804203312
125,0.7260322276218274,0.7366495858178574,0.05791214075696753
126,0.7275046184306889,0.7217915876413314,0.060167665537824586
127,0.7259128235766878,0.7289609610780925,0.07296986201028582
128,0.7275046184306889,0.7226103469963873,0.06836932427029777
129,0.7349860736755836,0.7296599269635257,0.057378979126994405
130,0.7474020541057025,0.7383870543092983,0.06567554747531636
131,0.7579277781466951,0.7499099476848218,0.052674526671457056
132,0.7517794899542055,0.7559010838456776,0.0422603356175389
133,0.7440194900409501,0.7451570186686689,0.03573537131603984
134,0.7442184643977003,0.7472139364124367,0.044285529704142616
135,0.739343592657322,0.752585969000941,0.04679672350825728
136,0.742228720830199,0.7405838042349454,0.050084147717679876
137,0.7443577853096045,0.7420416083626276,0.04522958346624183
138,0.7442184643977003,0.7475134932204796,0.03560639393780364
139,0.7361600029493198,0.7412827701203786,0.04550918951472379
140,0.739443079835697,0.7361303345148535,0.04790719932336784
141,0.7509636756604404,0.7446777472781968,0.0592922412026522
142,0.7552615411973329,0.7516474161762627,0.055419623345854215
143,0.762106239638448,0.7575387000677709,0.053380037180264836
144,0.7587236755736957,0.7676836516286939,0.06203185900899177
145,0.7430246182571995,0.75923618864668,0.07467080359109134
146,0.7513815412407052,0.7468145273350464,0.06644278426702031
147,0.7427261567220743,0.7518870031155078,0.1047595868676196
148,0.7400400029059475,0.7427605642043267,0.14388611333108642
149,0.7529733360947063,0.7420416083626276,0.10748519163615988
150,0.7655087205699649,0.7494106863380838,0.2934276589960332
151,0.7867393232973834,0.7690017210864786,0.4848245405139263
152,0.803910771422741,0.7897111207539627,0.08827979497179814
153,0.8055025662767422,0.7978590269279338,0.06823184718060953
154,0.7854061562449784,0.8024522313179232,0.06459831242364115
155,0.7941610279419844,0.7978190470154021,0.15568026699753057
156,0.7840133357477275,0.7938249562414982,0.08346676444550943
157,0.8018811941217107,0.7922074274876526,0.05723493199007569
158,0.8082882072712441,0.8075446970546506,0.08043596260535867
159,0.7899825664502316,0.8055076717551669,0.10777882220853768
160,0.7772083738846938,0.7928264335480223,0.07295417200238925
161,0.7785879234729629,0.7779884253277621,0.07503673914129413
162,0.7887427748061734,0.7748033914667265,0.06047804283898219
163,0.7917575371750986,0.7905693237056504,0.05128414616935406
164,0.7819993622019888,0.795665299873722,0.08659742640912495
